f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
51.274,85.59,65.767,29.799,29.976,43.635,52.173,45.774,30.109,21.934,52.109,66.029,44.615,15.909,74.239,45.597,48.482,70.949,44.016,28.295,150.34118
67.343,50.264,37.838,48.27,52.211,54.798,67.388,58.955,37.481,46.99,48.732,73.897,42.556,39.847,59.766,52.744,48.726,73.657,49.384,51.067,156.57354
41.463,40.499,46.87,41.484,62.982,53.6,54.146,60.144,61.941,38.605,38.427,39.015,31.685,65.558,52.777,43.244,43.066,41.588,73.489,42.168,149.50774
55.56,61.929,50.517,7.883,44.186,54.49,60.635,64.928,52.774,49.676,31.888,44,55.641,27.986,80.538,35.729,16.237,51.231,65.11,41.898,138.45844
48.966,42.312,49.751,55.027,47.126,43.81,67.508,42.255,56.512,41.791,56.018,52.102,40.297,46.216,49.467,56.136,68.467,52.828,50.975,59.758,162.66994
56.076,29.939,32.069,53.851,72.627,49.727,80.727,68.768,47.149,35.908,50.769,36.388,33.907,69.971,49.502,43.157,57.832,58.535,81.715,48.452,169.32446
43.971,46.066,46.902,50.015,40.011,49.748,51.333,41.175,58.994,42.768,50.992,53.635,44.687,45.339,63.267,49.182,53.619,35.909,48.482,42.352,145.98398
14.526,45.646,63.985,52.24,32.935,54.259,40.511,52.771,61.608,38.513,27.214,48.847,27.823,41.657,46.53,38.382,44.529,26.499,63.353,36.552,145.85236
42.08,64.59,49.705,28.627,52.759,66.274,57.973,58.443,57.408,37.947,45.985,52.67,44.101,26.042,60.159,36.182,46.172,68.24,48.904,33.88,149.84584
33.884,45.226,42.965,46.573,48.942,29.444,58.315,38.314,48.116,37.922,66.37,43.995,39.749,38.673,55.653,45.581,68.488,37.111,51.671,57.805,148.02764
74.334,34.566,49.701,35.128,28.964,56.171,50.22,48.297,45.155,38.408,51.854,51.863,48.566,22.701,62.794,58.5,61.528,53.362,46.599,54.103,150.81404
34.318,41.671,40.708,64.322,66.615,39.768,60.771,55.041,50.7,53.864,44.547,52.269,41.185,84.237,50.514,47.616,49.96,31.598,74.807,31.001,161.18774
50.609,30.039,38.074,48.696,49.581,62.148,52.144,67.114,70.784,54.815,52.949,58.551,60.146,62.876,58.884,47.592,40.699,37.391,45.657,49.043,152.29426
39.878,46.255,42.606,41.63,62.931,49.63,46.761,80.576,56.454,44.472,47.771,55.49,65.441,62.296,33.312,51.432,43.687,62.825,48.715,45.025,158.70466
54.306,51.078,40.23,40.393,48.075,56.128,75.37,36.274,49.359,40.381,37.372,57.424,44.294,20.544,71.944,46.886,54.525,56.19,45.614,57.788,142.79732
49.17,38.724,32.543,39.932,55.706,52.91,69.753,51.668,41.785,49.939,53.12,56.139,41.851,55.96,62.832,34.249,38.699,48.492,70.047,45.435,159.17094
34.877,54.418,37.685,52.861,38.949,18.983,61.62,32.208,49.466,49.663,80.656,61.263,51.367,46.789,37.418,52.854,68.286,36.493,30.52,64.546,152.8151
81.426,45.944,48.115,49.901,40.091,36.656,49.481,41.764,40.262,52.855,50.623,62.672,47.845,27.992,52.836,55.038,62.193,54.937,43.602,34.295,151.09864
37.073,42.29,47.523,55.847,54.774,26.671,52.931,69.347,45.006,47.564,51.285,46.475,44.867,85.034,41.328,52.508,51.102,26.515,62.059,44.404,158.98552
52.194,46.864,39.078,52.179,61.945,45.737,61.276,53.841,50.826,39.965,57.221,23.912,38.257,37.205,57.136,51.086,71.611,62.621,57.103,50.284,151.77832
60.821,59.822,52.428,43.776,48.679,56.471,53.304,44.295,52.362,35.845,57.32,69.682,37.353,33.362,52.392,27.801,47.587,70.899,61.454,32.575,148.14432
32.719,39.45,52.195,72.95,39.069,26.072,36.369,63.872,38.584,60.315,54.121,34.695,21.521,65.914,35.539,36.465,76.181,43.263,61.702,52.321,150.7762
52.221,43.26,38.853,30.902,56.888,56.676,44.979,44.511,71.324,56.797,58.156,45.614,48.886,47.57,51.236,60.664,49.303,43.684,46.335,58.878,154.21518
41.702,32.746,48.946,78.787,35.585,32.007,42.17,60.047,50.791,61.644,47.137,52.091,31.615,77.451,32.977,40.593,57.491,28.851,64.049,42.41,158.08226
55.363,39.789,57.766,55.516,49.132,38.975,53.216,51.591,22.044,61.976,40.407,68.438,34.431,58.376,62.972,35.118,60.467,51.425,58.577,33.003,154.30072
41.331,43.484,53.267,39.609,52.842,65.523,48.831,61.818,62.378,27.899,44.273,47.289,51.656,43.081,59.275,33.267,45.666,51.365,61.164,45.767,150.59794
21.884,51.17,35.99,67.634,65.548,22.179,44.533,63.816,41.469,54.349,62.945,32.206,37.923,66.147,33.901,41.867,70.338,45.949,61.651,46.799,131.96776
50.2,39.641,42.643,41.072,76.135,53.651,59.893,72.843,56.759,26.125,52.423,42.191,48.952,60.031,63.501,48.78,41.092,57.328,63.74,46.043,146.94242
53.891,59.04,52.228,27.645,55.038,67.321,64.413,76.424,37.815,58.261,37.592,50.071,50.83,39.805,83.448,29.697,38.046,66.614,56.804,49.343,153.67408
55.667,44.135,37.868,26.216,59.22,59.218,72.55,69.675,45.635,19.106,55.961,55.676,54.022,35.398,77.109,40.861,37.463,68.667,56.558,43.771,146.95164
34.949,55.807,64.878,54.742,35.984,45.593,49.157,40.207,50.915,31.546,55.081,66.368,39.105,37.15,54.873,37.009,52.612,39.257,58.715,36.718,164.91332
44.111,42.153,35.957,48.538,46.954,53.496,72.457,61.981,46.453,37.589,62.814,49.004,44.307,30.154,76.582,44.546,61.226,41.874,50.085,53.842,151.95606
72.701,41.547,42.75,33.885,62.024,59.543,63.998,64.587,48.29,33.122,54.718,55.425,55.259,40.735,53.213,56.119,46.328,70.642,55.795,58.35,146.69362
29.23,42.051,30.34,54.869,43.324,43.504,58.607,49.162,54.907,45.446,63.878,57.379,48.613,30.4,71.097,38.046,55.507,62.998,45.716,58.359,149.74572
54.117,43.554,47.909,42.767,50.688,44.048,52.122,39.273,39.731,67.912,29.809,61.975,42.04,49.315,52.784,52.096,59.283,50.814,54.374,41.642,156.86262
39.588,57.935,57.941,34.897,37.522,51.758,34.498,46.267,46.107,65.447,44.747,58.128,50.668,48.64,48.832,45.295,44.796,43.57,52.56,41.142,157.5135
56.727,49.849,55.236,50.026,42.314,44.371,62.367,60.717,57.423,40.745,51.921,61.484,61.522,52.743,46.895,42.246,43.802,41.571,50.73,43.686,147.18764
35.629,60.15,53.63,57.915,38.883,28.071,53.025,50.469,45.684,22.105,60.545,58.702,35.252,36.772,69.873,46.756,51.972,47.211,54.456,25.982,145.7071
16.194,67.239,74.725,49.907,42.721,38.059,39.837,29.571,49.419,58.021,42.576,44.694,37.95,45.895,50.168,46.07,61.147,32.926,43.973,46.79,139.29758
42.092,39.723,21.069,44.325,67.015,58.674,62.282,65.668,64.062,51.348,70.59,46.328,35.184,59.629,54.179,48.044,51.369,52.51,59.796,48.086,143.97564
42.448,64.44,25.628,42.994,40.933,41.857,68.012,50.958,47.157,37.837,66.297,56.663,33.706,27.084,55.386,48.587,61.68,66.223,44.49,46.576,138.00556
51.238,38.901,46.64,62.657,24.458,34.514,35.017,41.587,44.193,68.761,51.823,37.157,28.208,45.053,44.03,45.25,71.362,40.809,56.481,58.481,155.2338
65.875,48.287,35.215,36.092,54.863,69.606,56.957,55.531,52.662,41.819,59.017,48.003,47.012,20.78,63.8,51.448,62.783,71.39,46.113,58.034,142.74368
62.421,42.965,43.882,41.687,46.94,46.203,73.566,66.669,40.368,28.629,67.611,73.653,41.822,52.182,68.004,36.579,42.832,70.39,65.932,42.175,154.28608
52.432,22.831,35.352,43.455,56.394,42.309,66.736,46.973,59.688,44.302,69.525,57.174,61.376,44.87,55.12,36.769,51.29,41.664,49.527,58.929,151.60614
49.823,45.506,50.479,53.7,61.638,39.848,62.595,51.08,43.461,47.015,63.878,56.363,51.017,61.116,46.576,49.437,71.009,45.389,51.169,38.248,155.16136
25.768,59.643,52.494,36.747,39.708,37.631,45.799,61.507,39.419,57.493,56.032,37.931,38.417,52.563,52.641,41.121,51.507,26.308,60.155,43.84,145.92078
47.303,55.827,72.157,40.602,47.218,40.249,54.119,73.711,42.488,68.421,38.13,62.799,69.303,71.275,41.602,32.828,32.282,44.179,57.273,34.024,142.27
23.717,36.11,37.209,51.503,59.601,42.641,52.734,42.047,58.475,46.667,69.058,35.305,43.619,53.164,40.491,58.527,76.486,33.778,41.673,67.006,149.62368
52.342,49.063,47.263,39.614,50.964,55.586,59.918,43.303,52.758,47.619,55.508,48.053,43.611,31.655,56.664,46.514,52.516,52.349,55.45,60.04,136.81332
59.881,50.381,40.325,47.352,39.213,16.218,84.929,39.938,38.482,27.767,73.152,62.742,40.257,22.764,80.412,38.583,42.044,62.646,55.515,48.848,152.14236
65.259,49.527,45.939,48.452,48.921,50,67.457,39.428,29.451,35.45,49.849,55.19,23.299,32.268,44.527,58.638,66.407,68.57,65.09,55.405,142.62152
60.113,58.157,70.155,22.575,43.15,60.549,47.948,50.754,41.468,43.759,35.686,52.917,53.621,38.296,57.272,31.666,43.168,69.428,59.741,45.185,145.33566
41.087,34.806,40.531,36.205,69.933,57.584,60.777,67.271,57.891,33.274,59.213,43.227,56.402,45.062,55.784,34.617,47.986,49.856,61.146,54.132,150.70884
61.162,49.353,54.494,56.305,46.485,36.928,62.665,55.404,23.407,45.037,43.602,47.873,29.46,56.967,57.245,40.893,55.904,58.183,78.571,48.861,153.3972
33.624,69.534,47.989,40.298,28.717,40.013,31.889,41.646,34.847,44.137,48.515,42.542,36.906,32.15,58.449,53.65,49.093,34.221,57.918,50.511,149.1245
50.408,69.035,62.62,39.757,53,29.225,47.511,37.922,51.523,50.921,57.706,47.623,68.662,47.206,50.108,40.971,49.306,47.345,42.389,40.227,154.5981
49.901,44.061,26.535,34.488,62.182,48.052,70.736,68.286,64.99,41.687,64.357,56.961,45.168,66.7,48.871,42.731,36.3,55.338,70.137,37.851,148.048
44.164,53.411,54.089,42.997,51.499,46.021,48.889,61.194,45.074,41.437,53.138,42.86,48.337,31.901,62.95,31.662,49.23,66.769,57.115,41.483,147.48538
54.453,47.044,38.738,36.582,26.101,42.814,65.667,47.312,46.325,47.398,56.804,66.917,38.145,24.881,64.934,43.683,43.859,51.193,52.953,56.806,151.2755
29.306,60.017,64.487,46.482,30.234,40.415,61.742,51.657,55.508,36.823,46.974,79.28,54.245,36.05,65.988,49.119,38.959,26.675,38.679,42.289,152.98852
37.593,50.145,40.831,34.027,47.6,60.567,55.66,51.557,68.103,41.079,69.035,60.198,55.426,30.004,57.256,49.073,49.991,59.288,36.427,62.744,141.89398
41.408,54.713,45.617,17.526,58.071,49.668,55.97,42.222,44.935,42.818,35.416,53.451,51.636,52.998,75.803,24.984,30.602,39.003,58.276,43.923,155.48326
65.739,35.71,28.103,44.949,52.264,52.321,67.177,44.222,58.951,63.009,43.944,59.768,37.432,48.675,42.587,64.021,64.839,48.741,47.436,58.298,159.53724
60.393,62.754,31.47,45.811,61.128,52.274,58.281,57.288,36.453,46.397,57.621,55.206,30.13,49.491,62.755,37.746,44.832,81.979,71.577,31.25,163.39438
35.557,59.958,32.339,15.343,52.512,26.42,52.134,64.579,50.959,32.471,80.486,30.224,52.333,46.924,45.882,42.631,44.168,48.086,57.614,47.532,141.92244
47.422,55.057,40.382,49.881,49.604,40.629,40.222,36.27,57.988,60.465,56.959,44.625,42.958,71.297,21.974,67.145,57.871,20.562,48.481,51.007,144.0009
45.795,49.611,66.676,51.548,33.558,33.224,45.388,58.502,42.606,49.063,44.061,49.452,39.364,52.458,63.965,44.592,61.592,48.171,57.737,42.643,154.12248
82.319,40.997,54.727,39.108,29.688,48.498,48.06,43.619,33.806,58.432,37.78,64.133,54.863,30.006,59.001,55.441,59.143,50.346,39.211,40.195,160.36504
52.45,50.171,37.108,33.843,68.131,54.253,59.395,54.103,63.636,23.191,63.667,55.559,57.397,40.919,64.295,55.58,49.447,57.662,42.883,39.681,141.61408
61.562,56.602,47.82,33.968,59.297,58.219,71.856,50.478,56.14,32.687,55.607,72.582,56.214,36.504,62.823,49.182,38.428,57.563,53.286,35.634,149.78536
29.987,40.689,50.355,49.214,46.795,29.081,41.68,65.03,54.488,63.212,45.416,48.362,47.929,73.79,33.072,42.011,47.072,19.768,56.132,49.093,142.079
67.04,46.888,41,39.576,58.435,58.453,68.623,52.521,51.729,37.851,48.596,52.875,61.21,25.776,71.33,49.005,58.769,70.984,46.951,49.044,149.4328
31.782,41.362,40.249,74.232,33.475,28.671,56.338,29.277,61.741,45.848,55.218,66.866,38.803,62.915,32.754,67.734,67.7,17.362,32.426,48.4,147.0262
25.032,45.86,69.257,46.834,46.782,51.235,36.956,54.888,58.341,40.052,40.422,55.343,35.376,69.969,37.14,42.465,55.72,44.408,46.053,44.764,157.1432
52.214,41.814,43.223,42.951,72.537,57.599,54.774,56.777,63.836,33.872,63.795,49.777,65.358,43.624,47.155,50.373,56.414,49.41,35.04,48.109,150.94698
36.643,31.773,31.739,51.049,54.506,38.074,68.869,73.436,73.244,45.652,65.779,58.39,49.867,62.797,38.418,33.215,38.204,50.397,59.205,55.701,151.0011
37.154,52.973,67.549,33.409,58.688,43.848,35.087,77.125,53.258,69.884,40.283,35.741,64.297,81.764,28.451,49.262,46.426,43.426,50.463,39.742,154.00918
39.083,57.211,26.656,48.972,48.082,44.745,76.127,54.086,57.487,30.047,66.381,59.774,38.658,28.192,70.132,47.033,50.112,53.984,45.106,51.472,150.84192
44.984,47.802,60.945,34.183,32.639,21.483,67.737,72.704,45.53,49.546,63.029,54.286,63.405,55.763,43.749,33.486,35.022,25.307,56.653,52.042,144.35244
51.041,47.601,44.629,50.412,45.366,32.518,59.067,48.776,55.817,47.986,44.921,65.327,39.198,67.933,58.371,42.121,36.379,32.047,66.977,35.819,158.63502
44.911,30.512,27.425,66.859,57.336,47.102,54.405,59.874,64.906,75.498,58.954,62.676,32.956,81.818,29.331,36.623,50.935,52.855,56.024,42.166,161.46084
24.047,49.903,62.544,53.945,61.716,42.233,41.505,57.544,56.594,50.427,51.855,42.817,44.79,69.631,44.2,35.652,53.884,37.078,53.216,45.143,146.85052
30.181,56.576,49.022,44.209,34.109,39.283,36.901,58.203,45.693,63.31,50.121,53.031,37.454,58.511,49.953,31.033,45.38,40.576,58.722,39.932,141.99924
54.959,43.048,53.404,28.155,58.763,57.426,60.798,84.442,51.615,55.235,47.783,49.986,63.77,68.478,50.188,35.306,26.745,41.383,59.253,47.096,162.02936
40.37,53.93,62.891,48.124,64.97,60.223,37.856,70.796,62.247,26.851,58.733,45.544,61.651,48.237,53.945,55.639,52.894,48.24,42.092,45.066,146.65692
27.635,52.458,61.362,55.09,50.338,40.118,32.753,46.441,30.385,68.844,35.643,25.579,28.327,49.816,44.225,36.382,70.574,40.313,64.229,66.959,140.85146
51.898,39.144,51.474,31.805,56.293,57.13,41.458,55.899,59.511,40.169,44.897,40.709,58.545,43.677,44.908,51.549,49.701,55.91,39.115,60.752,144.47082
52.506,51.727,55.329,24.041,42.684,60.929,42.552,49.355,56.844,34.042,48.014,55.005,50.485,25.025,66.787,43.206,40.895,61.588,52.271,44.693,144.3259
33.774,47.679,54.436,35.561,47.996,58.242,60.684,57.244,72.873,40.094,67.696,55.995,71.689,42.497,74.682,58.188,45.969,34.807,28.566,56.937,152.15916
50.07,51.592,56.881,42.259,34.667,32.549,61.741,47.887,61.124,32.923,74.615,58.596,62.589,42.903,48.31,64.142,54.191,57.143,46.086,62.126,157.44142
51.317,21.344,46.421,48.542,55.939,46.436,46.543,67.924,50.284,63.274,52.683,46.666,56.039,77.478,28.042,45.763,47.768,34.566,63.392,59.433,156.88576
27.13,62.836,62.906,53.478,56.157,33.811,46.33,43.263,51.253,24.477,58.153,49.538,37.007,34.15,52.623,30.35,55.035,56.423,54.854,40.476,147.82816
41.728,48.494,49.074,54.842,44.317,43.191,57.722,51.088,36.899,29.078,50.566,45.864,46.803,47.071,67.757,45.25,50.63,36.837,63.706,43.659,154.6632
31.13,67.696,53.582,42.3,43.249,39.501,44.671,39.08,55.973,47.271,59.386,37.563,55.111,44.908,54.241,48.702,59.04,37.417,38.851,44.823,146.2251
49.269,43.681,51.44,50.63,37.635,32.902,62.762,53.046,38.66,37.073,44.087,61.985,35.384,38.403,70.554,34.555,35.793,37.819,71.752,42.072,154.0769
56.443,42.399,55.426,29.493,50.99,49.984,56.873,88.093,45.777,52.54,53.545,35.176,53.332,58.026,52.854,27.558,33.599,45.055,69.453,54.756,160.71226
51.113,34.768,36.408,36.605,62.003,55.696,62.441,42.668,60.378,35.28,66.009,40.55,62.604,40.736,58.424,50.23,68.463,63.997,40.267,63.807,166.25952
62.91,51.455,51.187,43.793,32.44,35.081,71.503,43.323,41.15,25.488,60.812,79.787,46.047,29.505,67.126,44.945,39.915,55.675,57.449,31.164,155.28376
53.546,41.545,55.11,33.404,50.861,40.11,32.995,53.833,49.824,49.107,45.066,34.444,37.667,57.69,40.767,43.698,49.262,48.246,67.263,47.637,151.02704
65.773,36.927,45.983,46.96,41.948,62.724,54.394,63.72,53.687,29.083,58.794,55.708,56.724,32.804,70.619,62.883,59.089,54.031,43.352,43.749,151.69532
51.494,37.072,27.12,37.262,62.464,63.593,77.971,81.297,48.36,37.64,58.614,71.19,60.268,41.916,70.882,24.636,41.527,75.36,55.151,37.613,157.42034
75.636,46.916,47.863,28.516,61.887,67.577,56.165,69.505,44.165,41.946,37.257,49.792,47.539,46.885,63.689,35.589,37.708,75.026,76.826,46.203,153.24914
59.854,40.598,39.068,53.982,52.172,50.81,50.764,35.45,56.093,68.044,50.815,51.344,51.481,50.729,53.012,59.331,68.416,55.434,47.193,53.808,154.44786
30.693,49.52,60.497,53.794,28.394,42.32,55.491,27.825,61.855,41.29,39.935,61.037,36.8,33.722,61.383,38.79,42.099,35.25,57.395,51.088,140.50228
29.938,48.962,52.896,35.455,32.761,49.416,61.569,65.474,49.372,47.791,32.117,57.375,45.208,45.238,68.704,35.257,38.814,24.923,67.346,46.838,149.32202
52.233,55.371,62.26,43.612,46.2,50.972,41.908,52.323,40.948,37.782,55.304,63.894,64.574,54.84,75.176,42.809,39.73,56.871,52.526,31.269,156.24686
59.937,60.21,63.392,30.76,70.874,70.753,42.718,59.087,61.941,39.266,40.883,46.976,73.267,54.942,46.78,56.711,42.815,56.491,54.895,46.63,138.57672
68.782,35.943,39.404,37.928,56.752,60.573,57.621,58.671,52.588,47.277,52.304,51.707,52.744,38.262,58.054,45.616,56.779,62.714,57.703,44.68,133.75696
63.398,30.263,43.7,17.933,55.294,85.943,38.995,54.652,62.695,28.922,46.447,39.049,66.067,27.662,68.168,52.154,59.965,72.216,40.573,54.721,155.5588
47.474,54.531,49.429,32.105,30.211,58.692,34.557,54.083,54.026,52.891,51.542,56.594,52.832,30.581,60.19,41.827,42.667,50.719,43.853,46.864,147.72266
55.241,35.636,42.862,34.442,58.654,75.187,62.443,59.359,67.432,49.615,38.64,60.967,57.885,40.53,64.995,48.929,44.979,63.022,45.397,50.698,160.6448
57.427,36.509,35.286,47.896,48.733,61.784,66.193,38.453,78.649,51.834,60.851,51.579,58.634,47.73,53.999,61.107,56.908,49.55,36.075,64.047,154.5269
45.788,48.59,52.89,40.313,57.165,53.966,65.301,60.47,53.389,49.985,50.262,55.383,50.436,47.217,48.389,46.637,61.817,38.452,39.36,48.778,148.5968
69.162,56.471,64.282,38.585,42.766,63.187,35.434,58.232,59.45,36.497,50.619,50.802,60.07,31.19,48.523,41.751,41.719,53.838,47.005,36.901,141.63426
35.829,58.229,58.004,39.815,25.925,46.367,47.684,39.76,62.888,47.904,47.338,53.354,45.875,30.287,65.914,37.115,43.362,33.999,36.004,38.818,141.70878
48.01,47.351,49.648,34.565,45.26,76.688,28.131,45.247,66.75,68.723,33.185,42.329,60.065,37.683,57.55,64.369,58.179,35.913,30.344,58.616,154.29846
66.556,49.298,42.077,31.731,63.333,47.365,53.087,70.42,52.128,43.873,57.476,54.595,46.619,60.935,34.925,47.036,40.824,59.188,68.126,36.629,159.10202
57.72,52.314,44.667,38.178,52.497,62.971,61.378,50.386,54.006,21.318,56.127,57.117,49.341,34.595,70.621,42.578,48.428,76.865,48.531,51.992,148.07138
54.131,37.122,33.464,47.808,38.529,39.564,61.315,42.874,51.179,57.242,49.717,61.005,34.889,56.039,53.93,50.894,50.975,43.799,56.108,55.091,147.61704
52.499,50.365,67.596,53.307,51.07,51.375,56.364,50.847,40.112,34.004,54.112,67.394,47.688,30.742,59.691,39.116,56.35,59.997,47.123,42.914,156.21324
29.773,57.8,44.027,26.638,49.06,65.682,51.697,58.575,57.345,37.589,57.112,40.177,49.835,43.53,55.591,44.186,45.781,57.098,52.356,61.186,153.47116
47.141,36.996,54.12,48.351,48.654,51.155,70.706,56.947,55.54,35.493,40.071,61.386,48.877,52.973,78.519,38.648,38.014,41.118,61.18,46.127,158.09122
37.902,46.893,38.372,34.25,46.486,58.729,62.407,51.349,65.731,41.741,68.904,66.883,53.316,29.827,58.896,52.398,53.148,52.758,34.212,63.622,150.41096
34.955,66.835,53.407,35.959,53.864,54.966,37.692,48.435,38.727,49.557,52.761,49.087,45.304,40.689,57.065,47.075,68.825,56.537,41.615,35.484,145.54542
43.678,48.454,48.506,45.415,84.724,52.64,69.269,56.753,43.583,40.954,44.838,32.046,44.182,65.583,52.932,55.84,75.646,49.613,61.59,44.913,161.67524
55.455,45.378,70.927,68.954,51.965,50.122,57.42,59.872,45.592,36.898,52.192,68.042,62.042,60.026,49.121,65.007,64.224,54.234,44.426,39.802,155.99994
19.357,31.491,54.285,51.372,41.075,29.476,37.672,58.314,58.967,65.168,48.082,29.53,47.075,72.484,28.041,31.419,52.202,15.87,59.469,61.315,139.9853
30.028,52.002,39.039,47.879,57.814,48.962,65.45,60.332,46.229,67.011,52.357,57.091,54.868,72.347,43.036,40.31,42.506,39.067,57.21,59.583,148.2717
56.018,37.884,21.89,39.664,47.945,37.788,77.707,45.303,43.906,24.271,58.392,68.738,44.817,32.622,59.598,54.683,53.822,52.955,58.249,38.867,151.82638
70.161,43.529,45.332,39.052,50.227,45.991,70.74,66.003,42.557,34.282,56.418,54.371,48.898,54.966,75.163,28.399,22.883,66.515,84.101,42.452,158.91284
56.747,57.962,49.357,28.824,54.617,62.935,59.012,45.438,49.924,34.799,45.36,48.767,50.172,23.29,74.401,40.68,51.119,65.175,53.418,47.757,145.47604
71.572,47.522,42.708,39.137,45.691,39.094,65.324,58.174,51.586,63.957,58.219,63.625,64.676,44.75,49.064,43.968,38.452,54.756,46.165,51.7,148.7362
73.007,46.024,52.971,20.631,37.187,68.65,51.069,52.805,45.907,49.076,30.799,51.96,47.149,30.013,72.563,41.417,40.564,55.895,59.662,40.608,160.52608
46.779,32.862,44.929,66.832,37.847,29.244,36.175,42.674,50.945,54.683,54.536,34.695,33.021,50.558,31.67,50.185,75.201,33.872,51.827,62.101,152.4643
35.946,38.26,16.93,49.603,58.11,51.948,63.273,53.79,59.65,34.398,62.595,33.245,28.781,52.725,59.988,47.549,67.412,50.157,56.717,46.312,142.05692
44.966,31.77,42.097,54.556,65.633,43.129,55.231,69.441,56.804,43.625,45.438,54.032,57.702,80.872,48.592,54.821,47.406,47.93,66.307,46.488,153.2898
29.269,27.812,38.877,54.259,64.857,35.613,67.162,71.196,63.706,38.934,65.209,45.353,42.628,79.337,31.353,31.197,50.146,38.262,70.649,54.256,143.04062
54.639,46.843,32.208,36.943,73.921,56.967,64.699,65.659,64.064,37.327,68.299,48.696,71.515,54.544,62.169,58.293,55.263,51.282,44.166,47.166,157.36814
65.589,61.02,30.506,30.143,60.434,82.556,60.717,47.086,59.878,35.355,56.317,48.248,38.004,15.262,85.293,41.493,57.135,91.331,49.629,45.65,156.26828
57.783,32.487,34.634,32.106,65.307,45.656,50.923,37.519,61.89,44.979,74.2,44.347,69.081,42.362,45.907,61.781,73.69,43.248,28.748,66.895,156.84102
46.493,40.778,43.945,39.791,59.814,44.541,56.705,67.174,48.872,61.363,46.923,37.817,49.215,75.653,47.463,53.328,47.275,37.097,58.456,59.059,152.8655
61.497,58.568,45.147,32.28,45.085,41.982,60.754,50.344,40.768,54.93,44.531,66.318,57.369,40.545,58.702,24.466,27.453,62.266,67.044,42.528,145.48222
63.771,45.541,59.297,28.607,74.48,70.682,56.3,65.492,43.127,41.918,35.377,50.397,73.997,54.66,62.088,45.728,44.082,70.052,54.29,45.306,155.07122
49.914,39.682,35.39,57.289,59.556,41.89,75.89,69.157,51.839,35.432,65.503,46.258,34.517,54.614,51.873,42.415,53.914,56.373,72.926,50.283,158.13428
51.435,41.976,44.739,51.195,71.337,58.307,65.554,52.692,49.676,27.208,49.673,54.109,50.358,49.627,65.529,53.549,55.648,61.914,67.857,45.333,148.87914
56.994,34.861,48.119,36.877,49.464,73.275,38.648,52.647,72.316,39.107,40.884,48.102,59.346,41.583,48.18,54.065,56.501,49.286,40.536,40.364,158.35376
35.898,51.887,44.686,53.85,52.164,26.722,39.35,44.294,45.076,48.617,68.631,35.947,39.284,62.748,31.883,50.808,60.779,42.214,53.652,53.08,146.80142
57.959,49.023,62.203,50.471,54.194,52.944,49.231,64.753,42.24,43.268,49.623,62.335,59.398,65.131,62.123,49.293,41.033,60.867,56.359,40.213,154.99872
31.433,55.08,61.407,39.174,36.803,55.144,37.6,54.517,50.595,64.925,49.78,38.877,27.499,51.095,58.07,27.714,52.759,49.333,60.739,52.696,144.71288
44.494,64.248,73.128,32.291,38.517,55.031,45.401,42.005,62.46,43.447,58.606,30.387,54.14,32.196,56.443,49.194,49.315,52.347,58.915,53.278,154.12676
33.471,58.746,49.741,38.728,55.651,38.323,51.581,58.092,58.052,31.821,76.351,38.501,61.071,58.08,36.027,49.707,63.593,49.837,50.205,58.732,149.5281
75.509,52.347,44.608,42.203,47.048,53.865,69.348,39.918,46.552,42.786,60.506,67.221,45.01,44.002,64.762,50.064,52.154,66.323,62.731,46.464,155.41092
48.295,42.482,42.195,51.343,57.771,35.981,54.35,43.618,47.524,43.597,49.928,46.712,49.772,52.921,48.315,43.449,50.661,47.769,63.701,54.338,155.51204
53.765,44.908,65.416,57.579,52.188,45.998,36.81,52.507,34.865,33.291,41.821,34.638,46.384,38.354,68.903,49.024,57.299,65.598,71.299,48.868,151.72996
62.425,33.163,43.055,33.173,66.108,52.953,65.138,53.98,50.037,34.247,60.971,45.34,57.741,37.405,62.201,64.196,69.538,44.086,38.584,55.732,152.6732
52.564,46.259,51.326,43.513,56.63,56.85,44.724,57.298,53.604,48.657,50.096,42.283,49.226,55.821,56.454,42.092,45.996,46.826,68.538,40.864,161.02488
49.13,43.358,46.001,50.98,40.152,50.789,38.206,51.324,53.278,66.826,62.186,51.433,40.016,65.857,38.242,58.752,49.767,35.82,56.025,50.933,146.68628
64.114,50.283,47.027,48.388,53.193,63.664,60.931,43.012,44.044,23.869,52.046,68.728,45.064,25.331,63.878,56.624,54.753,52.289,53.388,37.363,144.94464
32.98,54.139,52.664,38.969,56.875,59.375,48.185,58.122,66.334,39.946,47.12,57.141,55.007,53.063,54.163,44.595,38.204,46.595,44.525,34.079,142.68272
54.644,49.355,60.45,48.228,61.784,59.537,50.843,35.867,58.926,59.52,36.382,56.992,46.685,56.066,63.479,47.346,43.774,47.88,48.442,51.963,151.72788
35.134,42.896,16.604,25.15,58.152,47.817,73.037,49.825,69.384,31.071,56.574,48.091,36.704,41.297,86.24,51.723,37.985,41.119,60.109,56.602,153.64476
54.09,38.084,39.325,37.913,77.23,58.6,62.917,69.919,64.075,29.469,51.161,44.634,51.586,54.499,63.453,51.766,41.064,59.919,60.241,49.442,152.91648
47.937,48.419,69.541,46.127,54.511,43.413,39.673,57.552,32.513,54.23,48.524,33.771,58.88,41.339,38.392,47.053,75.14,50.728,50.456,42.347,161.28258
